id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_days_from_arrest,r_charge_desc,is_violent_recid,num_vr_cases,vr_charge_degree,vr_charge_desc,v_type_of_assessment,v_decile_score,v_score_text,type_of_assessment,decile_score_1,score_text
3644,Male,50,Greater than 45,African-American,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3645,Male,34,25 - 45,Caucasian,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
3646,Male,31,25 - 45,Caucasian,0,7,0,0,11,0,1,F,False Ownership Info/Pawn Item,1,NA,F,0,Grand Theft in the 3rd Degree,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,7,Medium
3647,Male,20,Less than 25,African-American,0,3,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,3,Low
3648,Male,49,Greater than 45,African-American,0,6,0,0,10,-1,1,F,arrest case no charge,1,NA,M,0,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
3649,Male,26,25 - 45,African-American,0,8,0,0,4,0,0,F,Possession Of Methamphetamine,1,NA,M,0,Resist/Obstruct W/O Violence,1,NA,(M1),Battery,Risk of Violence,6,Medium,Risk of Recidivism,8,High
3650,Male,39,25 - 45,Caucasian,0,6,0,0,2,NA,863,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,6,Medium
3651,Male,23,Less than 25,Other,0,4,0,0,1,NA,1143,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
3652,Male,28,25 - 45,African-American,0,4,0,0,1,-1,1,F,Possession of Cocaine,1,NA,M,249,Possess Drug Paraphernalia,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
3653,Male,26,25 - 45,African-American,0,2,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
3654,Female,39,25 - 45,Hispanic,0,6,0,0,1,-31,31,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
3655,Male,55,Greater than 45,African-American,0,4,0,0,1,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,4,Low
3656,Male,22,Less than 25,African-American,0,9,0,0,0,-1,1,M,Prowling/Loitering,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
3657,Female,26,25 - 45,African-American,0,4,0,0,0,-1,1,M,Possess Cannabis/20 Grams Or Less,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
3658,Male,56,Greater than 45,Other,0,1,0,0,0,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3659,Male,66,Greater than 45,Caucasian,0,1,0,0,1,331,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
3660,Male,46,Greater than 45,Other,0,3,0,0,2,-1,1,F,Possession Of Diazepam,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
3661,Male,58,Greater than 45,African-American,0,6,0,0,16,-1,1,F,arrest case no charge,1,NA,M,0,Petit Theft,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
3662,Male,28,25 - 45,African-American,0,7,0,0,4,-1,1,F,Burglary Structure Assault/Batt,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,7,Medium
3663,Male,33,25 - 45,African-American,0,6,0,0,8,-1,1,F,Possession of Oxycodone,1,NA,M,NA,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
3664,Male,39,25 - 45,Hispanic,0,1,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3665,Male,34,25 - 45,African-American,0,5,0,0,1,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,5,Medium
3666,Female,31,25 - 45,African-American,0,2,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
3667,Male,26,25 - 45,African-American,0,5,0,0,1,0,0,M,Poss Of Controlled Substance,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
3668,Male,35,25 - 45,African-American,0,5,0,0,4,NA,722,M,Poss Of Controlled Substance,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
3669,Female,41,25 - 45,Caucasian,0,7,0,0,12,-45,45,F,Felony Battery w/Prior Convict,1,NA,M,0,Battery,1,NA,(M1),Battery,Risk of Violence,5,Medium,Risk of Recidivism,7,Medium
3670,Male,42,25 - 45,African-American,0,2,0,0,5,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
3671,Male,34,25 - 45,Caucasian,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3672,Male,29,25 - 45,African-American,0,9,0,0,9,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
3673,Male,33,25 - 45,Other,0,1,0,0,0,-1,1,F,Sell or Offer for Sale Counterfeit Goods,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3674,Female,32,25 - 45,African-American,0,2,0,0,0,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
3675,Male,37,25 - 45,African-American,0,6,0,0,9,0,1,F,Poss Cocaine/Intent To Del/Sel,1,NA,F,0,False Imprisonment,1,NA,(F2),Agg Battery Grt/Bod/Harm,Risk of Violence,9,High,Risk of Recidivism,6,Medium
3676,Male,50,Greater than 45,African-American,0,5,0,0,1,-22,22,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
3677,Female,22,Less than 25,African-American,0,5,0,0,0,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
3678,Male,35,25 - 45,Caucasian,0,2,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
3679,Female,47,Greater than 45,Caucasian,0,3,0,0,0,-6,6,M,Prostitution/Lewd Act Assignation,1,NA,F,0,Possession of Cocaine,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
3680,Male,26,25 - 45,Caucasian,0,4,0,0,1,-39,39,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
3681,Female,52,Greater than 45,African-American,0,9,0,0,8,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
3682,Female,27,25 - 45,African-American,0,4,0,0,3,-1,2,F,Poss Pyrrolidinovalerophenone,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,4,Low
3683,Male,29,25 - 45,Caucasian,0,4,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
3684,Male,26,25 - 45,African-American,0,7,1,2,5,-1,1,F,Shoot In Occupied Dwell,1,NA,M,0,Resist/Obstruct W/O Violence,1,NA,(M1),Aggrav Battery w/Deadly Weapon,Risk of Violence,7,Medium,Risk of Recidivism,7,Medium
3685,Male,36,25 - 45,African-American,0,9,0,0,1,NA,3665,M,arrest case no charge,1,NA,M,NA,Operating W/O Valid License,1,NA,(F7),Burglary Dwelling Armed,Risk of Violence,6,Medium,Risk of Recidivism,9,High
3686,Male,24,Less than 25,African-American,0,5,0,0,0,-1,1,F,Pos Cannabis W/Intent Sel/Del,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
3687,Male,45,Greater than 45,African-American,0,1,0,0,13,-1,1,F,Felony Driving While Lic Suspd,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3688,Male,29,25 - 45,African-American,0,4,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
3689,Male,29,25 - 45,African-American,0,1,0,0,1,-36,36,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
3690,Male,48,Greater than 45,Caucasian,0,3,0,0,2,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
3691,Male,19,Less than 25,Other,0,9,0,0,0,-1,1,M,Battery,1,NA,F,0,Aggravated Assault W/Dead Weap,1,NA,(F3),Aggravated Assault W/Dead Weap,Risk of Violence,9,High,Risk of Recidivism,9,High
3692,Male,41,25 - 45,African-American,0,2,0,0,8,-1,1,F,Driving While License Revoked,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,2,Low
3693,Male,24,Less than 25,African-American,0,2,0,0,0,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
3694,Male,49,Greater than 45,Caucasian,0,2,0,0,6,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
3695,Male,29,25 - 45,African-American,0,3,0,0,4,-5,5,M,Viol Injunct Domestic Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
3696,Male,21,Less than 25,African-American,0,9,1,0,1,-1,1,F,Robbery / No Weapon,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,9,High
3697,Male,54,Greater than 45,Caucasian,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
3698,Male,49,Greater than 45,Caucasian,0,1,0,0,0,-1,1,F,Grand Theft (Motor Vehicle),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3699,Male,42,25 - 45,Caucasian,0,2,0,0,1,0,0,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
3700,Male,21,Less than 25,African-American,0,4,0,0,1,0,0,F,Possession of Cocaine,1,NA,F,0,Possession of Cocaine,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
3701,Male,61,Greater than 45,African-American,0,4,0,0,30,-56,56,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
3702,Male,46,Greater than 45,Caucasian,0,8,0,0,5,0,0,F,Battery On A Person Over 65,1,NA,F,1,Possession of Cocaine,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,8,High
3703,Male,74,Greater than 45,Caucasian,0,1,0,0,0,0,1,M,DUI - Enhanced,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3704,Female,38,25 - 45,Hispanic,0,1,0,0,0,0,0,F,Possession of Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3705,Male,75,Greater than 45,Caucasian,0,1,0,0,2,NA,58,M,Driving License Suspended,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3706,Female,39,25 - 45,African-American,0,1,0,0,1,-1,0,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3707,Male,43,25 - 45,Caucasian,0,1,0,0,3,-1,1,M,Viol Injunct Domestic Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3708,Female,39,25 - 45,Caucasian,0,-1,0,0,0,-1,1,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,-1,N/A
3709,Female,38,25 - 45,African-American,0,1,0,0,0,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3710,Male,19,Less than 25,African-American,1,7,0,1,1,-1,1,F,arrest case no charge,1,NA,M,0,Unlaw LicTag/Sticker Attach,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,7,Medium
3711,Male,28,25 - 45,Caucasian,0,2,0,0,0,-1,1,F,Burglary Unoccupied Dwelling,1,NA,M,0,Resist/Obstruct W/O Violence,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
3712,Male,53,Greater than 45,African-American,0,1,0,0,2,NA,1596,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3713,Male,25,25 - 45,African-American,0,6,0,0,1,-1,1,F,Fleeing or Eluding a LEO,1,NA,M,NA,Fail Register Vehicle,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
3714,Male,53,Greater than 45,Caucasian,0,1,0,0,1,-1,1,M,DUI Property Damage/Injury,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3715,Male,27,25 - 45,African-American,0,2,0,0,0,-1,1,F,Felony Battery w/Prior Convict,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
3716,Male,53,Greater than 45,African-American,0,7,0,0,4,NA,381,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,7,Medium
3717,Male,32,25 - 45,Caucasian,0,5,0,0,8,-1,1,F,Resist Officer w/Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
3718,Male,57,Greater than 45,Caucasian,0,1,0,0,3,128,421,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3719,Male,23,Less than 25,African-American,0,9,1,0,2,-1,1,F,Burglary Unoccupied Dwelling,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
3720,Male,55,Greater than 45,Caucasian,0,9,0,0,33,-1,1,F,Felony Petit Theft,1,NA,F,0,Felony Petit Theft,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,9,High
3721,Female,64,Greater than 45,Caucasian,0,1,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3722,Male,23,Less than 25,African-American,0,7,0,0,1,-1,1,M,Battery,1,NA,M,NA,Operating W/O Valid License,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
3723,Female,25,25 - 45,Caucasian,0,3,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
3724,Male,38,25 - 45,Hispanic,0,1,0,0,1,NA,94,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3725,Male,23,Less than 25,African-American,0,8,0,2,4,-1,1,F,Possession of Cannabis,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
3726,Female,41,25 - 45,Hispanic,0,1,0,0,0,0,1,F,Burglary Structure Unoccup,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3727,Female,27,25 - 45,Caucasian,0,9,0,0,7,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,9,High
3728,Male,53,Greater than 45,Other,0,1,0,0,0,0,0,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3729,Male,34,25 - 45,African-American,0,1,0,0,0,-1,1,F,Battery on a Person Over 65,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3730,Male,24,Less than 25,Hispanic,0,1,0,0,0,-1,1,F,Felony Battery (Dom Strang),1,NA,M,0,Viol Injunction Protect Dom Vi,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,1,Low
3731,Male,28,25 - 45,African-American,0,10,0,0,0,-1,1,F,Driving While License Revoked,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,10,High
3732,Male,26,25 - 45,African-American,0,1,0,0,1,-1,1,M,Criminal Mischief Damage <$200,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
3733,Female,31,25 - 45,Caucasian,0,5,0,0,1,-23,23,F,Possession Of Amphetamine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,5,Medium
3734,Female,32,25 - 45,African-American,0,4,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
3735,Male,27,25 - 45,African-American,0,2,0,0,0,-1,1,F,Carrying Concealed Firearm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
3736,Male,44,25 - 45,Caucasian,0,2,0,0,4,-1,1,F,Driving While License Revoked,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
3737,Female,27,25 - 45,Caucasian,0,2,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
3738,Male,28,25 - 45,Caucasian,0,9,0,0,14,-1,1,F,Pos Cannabis W/Intent Sel/Del,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,9,High
3739,Male,55,Greater than 45,Caucasian,0,1,0,0,1,-1,1,M,DUI Property Damage/Injury,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3740,Female,22,Less than 25,African-American,0,4,0,0,2,-60,60,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
3741,Male,36,25 - 45,African-American,0,5,0,0,15,-1,0,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,5,Medium
3742,Male,29,25 - 45,African-American,0,8,0,0,6,-236,236,F,Fail To Redeliver Hire Prop,1,NA,M,0,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,8,High
3743,Male,23,Less than 25,African-American,0,4,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
3744,Male,56,Greater than 45,African-American,0,1,0,0,1,0,1,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
3745,Male,27,25 - 45,Caucasian,0,6,0,0,2,-1,1,F,Possession Of Alprazolam,1,NA,M,1,Driving Under The Influence,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
3746,Male,28,25 - 45,African-American,0,4,0,0,6,-21,21,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
3747,Male,37,25 - 45,Caucasian,0,6,0,0,1,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,6,Medium
3748,Male,38,25 - 45,Caucasian,0,2,0,0,0,-1,1,F,Grand Theft (Motor Vehicle),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
3749,Male,32,25 - 45,African-American,0,8,0,0,1,-1,1,F,Leaving the Scene of Accident,1,NA,M,0,Operating W/O Valid License,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,8,High
3750,Male,27,25 - 45,African-American,1,7,0,0,4,-31,31,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,7,Medium
3751,Male,41,25 - 45,African-American,2,10,0,0,18,-1,1,M,Unlaw Use False Name/Identity,1,NA,M,0,Unlaw Use False Name/Identity,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,10,High
3752,Male,34,25 - 45,African-American,0,10,0,0,2,0,1,F,Felony Battery w/Prior Convict,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,10,High
3753,Male,21,Less than 25,African-American,0,9,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
3754,Male,22,Less than 25,African-American,0,6,0,0,1,-1,1,F,Battery on Law Enforc Officer,1,NA,M,0,Criminal Mischief>$200<$1000,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,6,Medium
3755,Male,61,Greater than 45,African-American,0,1,0,0,0,-1,1,F,Possession of Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3756,Male,58,Greater than 45,Caucasian,0,4,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,4,Low
3757,Male,37,25 - 45,Caucasian,0,2,0,0,1,-1,1,F,Possession of Cocaine,1,NA,F,6,Possession of Cocaine,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
3758,Male,45,Greater than 45,African-American,0,2,0,0,3,0,0,M,Viol Pretrial Release Dom Viol,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
3759,Female,31,25 - 45,African-American,0,8,0,0,14,-1,1,F,Aggravated Assault,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,8,High
3760,Male,30,25 - 45,African-American,0,1,0,0,0,0,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3761,Male,42,25 - 45,African-American,0,5,0,0,7,-1,1,F,Felony Battery (Dom Strang),1,NA,M,70,Viol Pretrial Release Dom Viol,1,NA,(F3),Felony Battery w/Prior Convict,Risk of Violence,1,Low,Risk of Recidivism,5,Medium
3762,Male,26,25 - 45,African-American,0,5,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,5,Medium
3763,Male,26,25 - 45,African-American,0,9,2,2,20,-1,1,F,Grand Theft (Motor Vehicle),1,NA,M,NA,Fail Register Vehicle,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
3764,Female,35,25 - 45,African-American,0,9,0,0,1,NA,2385,M,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,9,High
3765,Male,33,25 - 45,Caucasian,0,9,0,0,0,0,1,F,"Deliver 3,4 Methylenediox",1,NA,F,0,Sell Methamphetamine,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,9,High
3766,Male,22,Less than 25,Caucasian,0,2,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,NA,M,NA,Driving while DL Susp / Financial Resp,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,2,Low
3767,Male,32,25 - 45,Caucasian,0,5,0,0,2,-61,62,F,Resist Officer w/Violence,1,NA,M,NA,Criminal Mischief>$200<$1000,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,5,Medium
3768,Female,36,25 - 45,African-American,0,1,0,0,1,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3769,Male,54,Greater than 45,Caucasian,0,1,0,0,0,0,0,M,Prostitution/Lewd Act Assignation,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3770,Female,35,25 - 45,Hispanic,0,1,0,0,3,0,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3771,Male,25,25 - 45,African-American,0,9,1,2,5,-1,1,F,arrest case no charge,1,NA,M,0,Trespass Struct/Conveyance,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
3772,Male,24,Less than 25,Caucasian,0,5,0,0,3,-1,1,F,Grand Theft in the 3rd Degree,1,NA,M,59,Theft/To Deprive,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,5,Medium
3773,Male,23,Less than 25,Hispanic,0,7,0,0,0,-1,1,M,Leaving Acc/Unattended Veh,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,7,Medium
3774,Male,61,Greater than 45,Caucasian,0,1,0,0,0,0,0,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3775,Female,41,25 - 45,African-American,0,2,0,0,6,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
3776,Female,42,25 - 45,Caucasian,0,1,0,0,0,-1,1,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
3777,Male,35,25 - 45,Caucasian,0,3,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
3778,Male,28,25 - 45,Caucasian,0,2,0,0,1,0,1,M,DUI Property Damage/Injury,1,NA,M,0,Opert With Susp DL 2nd Offens,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
